iteration,t_loss,v_loss,v_best_loss,lr
      1296,2.728e+00,2.676e+00,2.620e+00,1.000e-03
      1323,2.469e+00,2.374e+00,2.374e+00,1.000e-03
      1350,2.449e+00,2.309e+00,2.309e+00,1.000e-03
      1377,2.396e+00,2.331e+00,2.309e+00,1.000e-03
      1404,2.068e+00,1.961e+00,1.961e+00,1.000e-03
      1431,2.027e+00,2.021e+00,1.961e+00,1.000e-03
      1458,2.239e+00,2.251e+00,1.961e+00,1.000e-03
      1485,2.043e+00,1.976e+00,1.961e+00,1.000e-03
      1512,2.236e+00,2.071e+00,1.961e+00,1.000e-03
      1539,2.070e+00,1.980e+00,1.961e+00,1.000e-03
      1566,2.389e+00,2.365e+00,1.961e+00,1.000e-03
      1593,2.053e+00,2.012e+00,1.961e+00,1.000e-03
      1620,1.942e+00,1.973e+00,1.961e+00,1.000e-03
      1647,1.945e+00,1.920e+00,1.920e+00,1.000e-03
      1674,2.103e+00,1.931e+00,1.920e+00,1.000e-03
      1701,1.955e+00,1.845e+00,1.845e+00,1.000e-03
      1728,1.840e+00,1.845e+00,1.845e+00,1.000e-03
      1755,1.746e+00,1.685e+00,1.685e+00,1.000e-03
      1782,1.724e+00,1.658e+00,1.658e+00,1.000e-03
      1809,1.682e+00,1.610e+00,1.610e+00,8.000e-04
      1836,1.951e+00,1.852e+00,1.610e+00,8.000e-04
      1863,1.784e+00,1.743e+00,1.610e+00,8.000e-04
      1890,2.049e+00,2.086e+00,1.610e+00,8.000e-04
      1917,1.763e+00,1.723e+00,1.610e+00,8.000e-04
      1944,1.833e+00,1.727e+00,1.610e+00,8.000e-04
      1971,1.885e+00,1.770e+00,1.610e+00,8.000e-04
      1998,1.689e+00,1.738e+00,1.610e+00,8.000e-04
      2025,1.609e+00,1.641e+00,1.610e+00,8.000e-04
      2052,1.953e+00,1.871e+00,1.610e+00,8.000e-04
      2079,1.676e+00,1.694e+00,1.610e+00,8.000e-04
      2106,1.653e+00,1.716e+00,1.610e+00,8.000e-04
      2133,1.599e+00,1.569e+00,1.569e+00,8.000e-04
      2160,1.528e+00,1.476e+00,1.476e+00,8.000e-04
      2187,1.711e+00,1.729e+00,1.476e+00,8.000e-04
      2214,1.559e+00,1.562e+00,1.476e+00,8.000e-04
      2241,1.723e+00,1.634e+00,1.476e+00,8.000e-04
      2268,1.467e+00,1.477e+00,1.476e+00,8.000e-04
      2295,1.560e+00,1.539e+00,1.476e+00,8.000e-04
      2322,1.609e+00,1.597e+00,1.476e+00,8.000e-04
      2349,1.739e+00,1.663e+00,1.476e+00,8.000e-04
      2376,1.620e+00,1.561e+00,1.476e+00,8.000e-04
      2403,1.625e+00,1.566e+00,1.476e+00,8.000e-04
      2430,1.586e+00,1.522e+00,1.476e+00,8.000e-04
      2457,1.420e+00,1.446e+00,1.446e+00,8.000e-04
      2484,1.455e+00,1.440e+00,1.446e+00,8.000e-04
      2511,1.625e+00,1.591e+00,1.446e+00,8.000e-04
      2538,1.785e+00,1.729e+00,1.446e+00,8.000e-04
      2565,1.740e+00,1.869e+00,1.446e+00,8.000e-04
      2592,1.383e+00,1.400e+00,1.400e+00,8.000e-04
      2619,1.353e+00,1.405e+00,1.400e+00,8.000e-04
      2646,1.405e+00,1.432e+00,1.400e+00,8.000e-04
      2673,1.442e+00,1.440e+00,1.400e+00,8.000e-04
      2700,1.533e+00,1.506e+00,1.400e+00,8.000e-04
      2727,1.347e+00,1.364e+00,1.364e+00,8.000e-04
      2754,1.359e+00,1.364e+00,1.364e+00,8.000e-04
      2781,1.333e+00,1.340e+00,1.340e+00,8.000e-04
      2808,1.751e+00,1.860e+00,1.340e+00,8.000e-04
      2835,1.562e+00,1.477e+00,1.340e+00,8.000e-04
      2862,1.337e+00,1.350e+00,1.340e+00,8.000e-04
      2889,1.342e+00,1.356e+00,1.340e+00,8.000e-04
      2916,1.543e+00,1.489e+00,1.340e+00,8.000e-04
      2943,1.478e+00,1.504e+00,1.340e+00,8.000e-04
      2970,1.426e+00,1.436e+00,1.340e+00,8.000e-04
      2997,1.267e+00,1.292e+00,1.292e+00,8.000e-04
      3024,2.062e+00,1.998e+00,1.292e+00,8.000e-04
      3051,1.645e+00,1.669e+00,1.292e+00,8.000e-04
      3078,1.407e+00,1.347e+00,1.292e+00,8.000e-04
      3105,1.452e+00,1.458e+00,1.292e+00,8.000e-04
      3132,1.476e+00,1.413e+00,1.292e+00,8.000e-04
      3159,1.416e+00,1.415e+00,1.292e+00,8.000e-04
      3186,1.298e+00,1.347e+00,1.292e+00,8.000e-04
      3213,1.335e+00,1.328e+00,1.292e+00,8.000e-04
      3240,1.475e+00,1.482e+00,1.292e+00,8.000e-04
      3267,1.303e+00,1.364e+00,1.292e+00,8.000e-04
      3294,1.206e+00,1.206e+00,1.206e+00,8.000e-04
      3321,1.294e+00,1.336e+00,1.206e+00,8.000e-04
      3348,1.390e+00,1.369e+00,1.206e+00,8.000e-04
      3375,1.239e+00,1.212e+00,1.206e+00,8.000e-04
      3402,1.390e+00,1.370e+00,1.206e+00,8.000e-04
      3429,1.251e+00,1.247e+00,1.206e+00,8.000e-04
      3456,1.269e+00,1.298e+00,1.206e+00,8.000e-04
      3483,1.359e+00,1.418e+00,1.206e+00,8.000e-04
      3510,1.326e+00,1.340e+00,1.206e+00,8.000e-04
      3537,1.301e+00,1.259e+00,1.206e+00,8.000e-04
      3564,1.291e+00,1.320e+00,1.206e+00,8.000e-04
      3591,1.264e+00,1.321e+00,1.206e+00,8.000e-04
      3618,1.209e+00,1.215e+00,1.206e+00,6.400e-04
      3645,1.199e+00,1.208e+00,1.206e+00,6.400e-04
      3672,1.166e+00,1.166e+00,1.166e+00,6.400e-04
      3699,1.209e+00,1.235e+00,1.166e+00,6.400e-04
      3726,1.181e+00,1.225e+00,1.166e+00,6.400e-04
      3753,1.236e+00,1.252e+00,1.166e+00,6.400e-04
      3780,1.157e+00,1.185e+00,1.166e+00,6.400e-04
      3807,1.157e+00,1.184e+00,1.166e+00,6.400e-04
      3834,1.328e+00,1.337e+00,1.166e+00,6.400e-04
      3861,1.324e+00,1.316e+00,1.166e+00,6.400e-04
      3888,1.183e+00,1.226e+00,1.166e+00,6.400e-04
      3915,1.187e+00,1.177e+00,1.166e+00,6.400e-04
      3942,1.273e+00,1.261e+00,1.166e+00,6.400e-04
      3969,1.319e+00,1.361e+00,1.166e+00,6.400e-04
      3996,1.187e+00,1.208e+00,1.166e+00,6.400e-04
      4023,1.203e+00,1.158e+00,1.166e+00,6.400e-04
      4050,1.163e+00,1.178e+00,1.166e+00,6.400e-04
      4077,1.179e+00,1.221e+00,1.166e+00,6.400e-04
      4104,1.337e+00,1.322e+00,1.166e+00,6.400e-04
      4131,1.205e+00,1.245e+00,1.166e+00,6.400e-04
      4158,1.184e+00,1.197e+00,1.166e+00,6.400e-04
      4185,1.355e+00,1.371e+00,1.166e+00,6.400e-04
      4212,1.296e+00,1.324e+00,1.166e+00,6.400e-04
      4239,1.375e+00,1.350e+00,1.166e+00,6.400e-04
      4266,1.365e+00,1.304e+00,1.166e+00,6.400e-04
      4293,1.528e+00,1.508e+00,1.166e+00,6.400e-04
      4320,1.251e+00,1.287e+00,1.166e+00,6.400e-04
      4347,1.194e+00,1.188e+00,1.166e+00,6.400e-04
      4374,1.184e+00,1.212e+00,1.166e+00,6.400e-04
      4401,1.228e+00,1.225e+00,1.166e+00,6.400e-04
      4428,1.144e+00,1.163e+00,1.166e+00,6.400e-04
      4455,1.297e+00,1.286e+00,1.166e+00,6.400e-04
      4482,1.305e+00,1.294e+00,1.166e+00,6.400e-04
      4509,1.227e+00,1.288e+00,1.166e+00,6.400e-04
      4536,1.291e+00,1.247e+00,1.166e+00,6.400e-04
      4563,1.153e+00,1.171e+00,1.166e+00,6.400e-04
      4590,1.481e+00,1.438e+00,1.166e+00,6.400e-04
      4617,1.415e+00,1.507e+00,1.166e+00,6.400e-04
      4644,1.201e+00,1.225e+00,1.166e+00,6.400e-04
      4671,1.193e+00,1.191e+00,1.166e+00,6.400e-04
      4698,1.164e+00,1.171e+00,1.166e+00,6.400e-04
      4725,1.459e+00,1.427e+00,1.166e+00,6.400e-04
      4752,1.225e+00,1.199e+00,1.166e+00,6.400e-04
      4779,1.234e+00,1.196e+00,1.166e+00,6.400e-04
      4806,1.246e+00,1.219e+00,1.166e+00,6.400e-04
      4833,1.416e+00,1.394e+00,1.166e+00,6.400e-04
      4860,1.130e+00,1.135e+00,1.135e+00,6.400e-04
      4887,1.113e+00,1.107e+00,1.107e+00,6.400e-04
      4914,1.125e+00,1.167e+00,1.107e+00,6.400e-04
      4941,1.144e+00,1.202e+00,1.107e+00,6.400e-04
      4968,1.127e+00,1.142e+00,1.107e+00,6.400e-04
      4995,1.349e+00,1.333e+00,1.107e+00,6.400e-04
      5022,1.273e+00,1.257e+00,1.107e+00,6.400e-04
      5049,1.206e+00,1.302e+00,1.107e+00,6.400e-04
      5076,1.203e+00,1.216e+00,1.107e+00,6.400e-04
      5103,1.138e+00,1.137e+00,1.107e+00,6.400e-04
      5130,1.204e+00,1.211e+00,1.107e+00,6.400e-04
      5157,1.171e+00,1.202e+00,1.107e+00,6.400e-04
      5184,1.144e+00,1.181e+00,1.107e+00,6.400e-04
      5211,1.277e+00,1.318e+00,1.107e+00,6.400e-04
      5238,1.353e+00,1.333e+00,1.107e+00,6.400e-04
      5265,1.253e+00,1.305e+00,1.107e+00,6.400e-04
      5292,1.279e+00,1.236e+00,1.107e+00,6.400e-04
      5319,1.144e+00,1.147e+00,1.107e+00,6.400e-04
      5346,1.153e+00,1.153e+00,1.107e+00,6.400e-04
      5373,1.164e+00,1.244e+00,1.107e+00,6.400e-04
      5400,1.199e+00,1.180e+00,1.107e+00,5.120e-04
      5427,1.149e+00,1.193e+00,1.107e+00,5.120e-04
      5454,1.132e+00,1.121e+00,1.107e+00,5.120e-04
      5481,1.086e+00,1.098e+00,1.107e+00,5.120e-04
      5508,1.116e+00,1.154e+00,1.107e+00,5.120e-04
      5535,1.206e+00,1.199e+00,1.107e+00,5.120e-04
      5562,1.182e+00,1.141e+00,1.107e+00,5.120e-04
      5589,1.240e+00,1.229e+00,1.107e+00,5.120e-04
      5616,1.631e+00,1.544e+00,1.107e+00,5.120e-04
      5643,1.144e+00,1.101e+00,1.107e+00,5.120e-04
      5670,1.123e+00,1.169e+00,1.107e+00,5.120e-04
      5697,1.119e+00,1.092e+00,1.107e+00,5.120e-04
      5724,1.104e+00,1.126e+00,1.107e+00,5.120e-04
      5751,1.165e+00,1.253e+00,1.107e+00,5.120e-04
      5778,1.146e+00,1.136e+00,1.107e+00,5.120e-04
      5805,1.208e+00,1.213e+00,1.107e+00,5.120e-04
      5832,1.125e+00,1.168e+00,1.107e+00,5.120e-04
      5859,1.179e+00,1.174e+00,1.107e+00,5.120e-04
      5886,1.131e+00,1.164e+00,1.107e+00,5.120e-04
      5913,1.185e+00,1.286e+00,1.107e+00,5.120e-04
      5940,1.103e+00,1.103e+00,1.107e+00,5.120e-04
      5967,1.140e+00,1.141e+00,1.107e+00,5.120e-04
      5994,1.098e+00,1.135e+00,1.107e+00,5.120e-04
      6021,1.106e+00,1.145e+00,1.107e+00,5.120e-04
      6048,1.120e+00,1.142e+00,1.107e+00,5.120e-04
      6075,1.070e+00,1.072e+00,1.072e+00,5.120e-04
      6102,1.083e+00,1.088e+00,1.072e+00,5.120e-04
      6129,1.191e+00,1.174e+00,1.072e+00,5.120e-04
      6156,1.130e+00,1.119e+00,1.072e+00,5.120e-04
      6183,1.262e+00,1.340e+00,1.072e+00,5.120e-04
      6210,1.046e+00,1.089e+00,1.072e+00,5.120e-04
      6237,1.171e+00,1.130e+00,1.072e+00,5.120e-04
      6264,1.053e+00,1.045e+00,1.045e+00,5.120e-04
      6291,1.165e+00,1.162e+00,1.045e+00,5.120e-04
      6318,1.072e+00,1.061e+00,1.045e+00,5.120e-04
      6345,1.094e+00,1.114e+00,1.045e+00,5.120e-04
      6372,1.038e+00,1.066e+00,1.045e+00,5.120e-04
      6399,1.125e+00,1.125e+00,1.045e+00,5.120e-04
      6426,1.039e+00,1.071e+00,1.045e+00,5.120e-04
      6453,1.034e+00,1.109e+00,1.045e+00,5.120e-04
      6480,1.176e+00,1.201e+00,1.045e+00,5.120e-04
      6507,1.077e+00,1.121e+00,1.045e+00,5.120e-04
      6534,1.047e+00,1.108e+00,1.045e+00,5.120e-04
      6561,1.031e+00,1.046e+00,1.045e+00,5.120e-04
      6588,1.055e+00,1.121e+00,1.045e+00,5.120e-04
      6615,1.055e+00,1.074e+00,1.045e+00,5.120e-04
      6642,1.030e+00,1.083e+00,1.045e+00,5.120e-04
      6669,1.031e+00,1.080e+00,1.045e+00,5.120e-04
      6696,1.141e+00,1.180e+00,1.045e+00,5.120e-04
      6723,1.143e+00,1.152e+00,1.045e+00,5.120e-04
      6750,1.096e+00,1.114e+00,1.045e+00,5.120e-04
      6777,1.008e+00,1.043e+00,1.045e+00,5.120e-04
      6804,1.226e+00,1.238e+00,1.045e+00,5.120e-04
      6831,1.004e+00,1.042e+00,1.045e+00,5.120e-04
      6858,1.032e+00,1.068e+00,1.045e+00,5.120e-04
      6885,1.080e+00,1.183e+00,1.045e+00,5.120e-04
      6912,1.038e+00,1.058e+00,1.045e+00,5.120e-04
      6939,9.935e-01,1.007e+00,1.007e+00,5.120e-04
      6966,1.123e+00,1.132e+00,1.007e+00,5.120e-04
      6993,9.844e-01,1.034e+00,1.007e+00,5.120e-04
      7020,1.067e+00,1.063e+00,1.007e+00,5.120e-04
      7047,1.044e+00,1.121e+00,1.007e+00,5.120e-04
      7074,1.039e+00,1.083e+00,1.007e+00,5.120e-04
      7101,9.957e-01,1.003e+00,1.007e+00,5.120e-04
      7128,9.700e-01,1.000e+00,1.007e+00,5.120e-04
      7155,1.050e+00,1.111e+00,1.007e+00,5.120e-04
      7182,9.765e-01,1.025e+00,1.007e+00,5.120e-04
      7209,9.922e-01,9.988e-01,1.007e+00,5.120e-04
