iteration,t_loss,v_loss,v_best_loss,lr
      2916,2.255e+00,2.725e+00,2.444e+00,8.000e-04
      2943,2.115e+00,2.676e+00,2.444e+00,8.000e-04
      2970,2.044e+00,2.569e+00,2.444e+00,8.000e-04
      2997,2.322e+00,2.743e+00,2.444e+00,8.000e-04
      3024,2.216e+00,2.706e+00,2.444e+00,8.000e-04
      3051,2.403e+00,2.983e+00,2.444e+00,8.000e-04
      3078,2.450e+00,2.732e+00,2.444e+00,8.000e-04
      3105,2.300e+00,2.621e+00,2.444e+00,8.000e-04
      3132,2.488e+00,2.816e+00,2.444e+00,8.000e-04
      3159,2.090e+00,2.475e+00,2.444e+00,8.000e-04
      3186,2.060e+00,2.508e+00,2.444e+00,8.000e-04
      3213,2.250e+00,2.541e+00,2.444e+00,8.000e-04
      3240,2.349e+00,2.562e+00,2.444e+00,8.000e-04
      3267,1.965e+00,2.400e+00,2.400e+00,8.000e-04
      3294,2.432e+00,2.944e+00,2.400e+00,8.000e-04
      3321,2.084e+00,2.405e+00,2.400e+00,8.000e-04
      3348,2.284e+00,2.508e+00,2.400e+00,8.000e-04
      3375,1.835e+00,2.199e+00,2.199e+00,8.000e-04
      3402,2.325e+00,2.847e+00,2.199e+00,8.000e-04
      3429,2.017e+00,2.454e+00,2.199e+00,8.000e-04
      3456,2.377e+00,2.659e+00,2.199e+00,8.000e-04
      3483,2.026e+00,2.615e+00,2.199e+00,8.000e-04
      3510,1.946e+00,2.276e+00,2.199e+00,8.000e-04
      3537,1.917e+00,2.161e+00,2.161e+00,8.000e-04
      3564,1.730e+00,2.089e+00,2.089e+00,8.000e-04
      3591,1.847e+00,2.324e+00,2.089e+00,8.000e-04
      3618,1.827e+00,2.369e+00,2.089e+00,6.400e-04
      3645,1.781e+00,2.189e+00,2.089e+00,6.400e-04
      3672,1.777e+00,2.133e+00,2.089e+00,6.400e-04
      3699,1.695e+00,1.992e+00,1.992e+00,6.400e-04
      3726,1.707e+00,2.149e+00,1.992e+00,6.400e-04
      3753,1.848e+00,2.260e+00,1.992e+00,6.400e-04
      3780,1.666e+00,1.914e+00,1.914e+00,6.400e-04
      3807,2.159e+00,2.418e+00,1.914e+00,6.400e-04
      3834,1.685e+00,1.906e+00,1.914e+00,6.400e-04
      3861,1.834e+00,2.260e+00,1.914e+00,6.400e-04
      3888,1.828e+00,2.125e+00,1.914e+00,6.400e-04
      3915,1.633e+00,2.023e+00,1.914e+00,6.400e-04
      3942,1.939e+00,2.252e+00,1.914e+00,6.400e-04
      3969,1.629e+00,1.918e+00,1.914e+00,6.400e-04
      3996,1.698e+00,1.965e+00,1.914e+00,6.400e-04
      4023,1.525e+00,1.898e+00,1.914e+00,6.400e-04
      4050,1.556e+00,1.923e+00,1.914e+00,6.400e-04
      4077,1.515e+00,1.749e+00,1.749e+00,6.400e-04
      4104,1.576e+00,1.886e+00,1.749e+00,6.400e-04
      4131,1.718e+00,2.012e+00,1.749e+00,6.400e-04
      4158,1.541e+00,1.900e+00,1.749e+00,6.400e-04
      4185,1.622e+00,2.038e+00,1.749e+00,6.400e-04
      4212,1.603e+00,1.958e+00,1.749e+00,6.400e-04
      4239,1.712e+00,2.047e+00,1.749e+00,6.400e-04
      4266,1.666e+00,1.898e+00,1.749e+00,6.400e-04
      4293,2.234e+00,2.604e+00,1.749e+00,6.400e-04
      4320,1.770e+00,2.197e+00,1.749e+00,6.400e-04
      4347,1.589e+00,1.912e+00,1.749e+00,6.400e-04
      4374,1.870e+00,2.117e+00,1.749e+00,6.400e-04
      4401,1.538e+00,1.856e+00,1.749e+00,6.400e-04
      4428,1.681e+00,2.019e+00,1.749e+00,6.400e-04
      4455,1.540e+00,1.892e+00,1.749e+00,6.400e-04
      4482,1.585e+00,1.941e+00,1.749e+00,6.400e-04
      4509,1.732e+00,2.146e+00,1.749e+00,6.400e-04
      4536,1.575e+00,1.854e+00,1.749e+00,6.400e-04
      4563,1.528e+00,1.870e+00,1.749e+00,6.400e-04
      4590,1.616e+00,1.872e+00,1.749e+00,6.400e-04
      4617,1.625e+00,1.872e+00,1.749e+00,6.400e-04
      4644,1.708e+00,1.922e+00,1.749e+00,6.400e-04
      4671,1.474e+00,1.758e+00,1.749e+00,6.400e-04
      4698,1.526e+00,1.789e+00,1.749e+00,6.400e-04
      4725,1.464e+00,1.722e+00,1.722e+00,6.400e-04
      4752,1.678e+00,2.024e+00,1.722e+00,6.400e-04
      4779,1.543e+00,1.917e+00,1.722e+00,6.400e-04
      4806,1.577e+00,1.967e+00,1.722e+00,6.400e-04
      4833,1.716e+00,1.941e+00,1.722e+00,6.400e-04
      4860,1.407e+00,1.702e+00,1.722e+00,6.400e-04
      4887,1.529e+00,1.929e+00,1.722e+00,6.400e-04
      4914,1.423e+00,1.752e+00,1.722e+00,6.400e-04
      4941,1.422e+00,1.643e+00,1.643e+00,6.400e-04
      4968,1.454e+00,1.719e+00,1.643e+00,6.400e-04
      4995,1.837e+00,2.027e+00,1.643e+00,6.400e-04
      5022,1.517e+00,1.731e+00,1.643e+00,6.400e-04
      5049,1.566e+00,1.823e+00,1.643e+00,6.400e-04
      5076,1.487e+00,1.803e+00,1.643e+00,6.400e-04
      5103,1.524e+00,1.876e+00,1.643e+00,6.400e-04
      5130,1.431e+00,1.757e+00,1.643e+00,6.400e-04
      5157,1.415e+00,1.668e+00,1.643e+00,6.400e-04
      5184,1.419e+00,1.601e+00,1.601e+00,6.400e-04
      5211,1.548e+00,1.812e+00,1.601e+00,6.400e-04
      5238,1.704e+00,2.147e+00,1.601e+00,6.400e-04
      5265,1.343e+00,1.567e+00,1.567e+00,6.400e-04
      5292,1.514e+00,1.841e+00,1.567e+00,6.400e-04
      5319,1.702e+00,1.943e+00,1.567e+00,6.400e-04
      5346,2.254e+00,2.590e+00,1.567e+00,6.400e-04
      5373,1.581e+00,1.907e+00,1.567e+00,6.400e-04
      5400,1.540e+00,1.873e+00,1.567e+00,5.120e-04
      5427,1.517e+00,1.676e+00,1.567e+00,5.120e-04
      5454,1.524e+00,1.666e+00,1.567e+00,5.120e-04
      5481,1.383e+00,1.656e+00,1.567e+00,5.120e-04
      5508,1.631e+00,1.833e+00,1.567e+00,5.120e-04
      5535,1.348e+00,1.625e+00,1.567e+00,5.120e-04
      5562,1.567e+00,1.812e+00,1.567e+00,5.120e-04
      5589,1.512e+00,1.758e+00,1.567e+00,5.120e-04
      5616,1.530e+00,1.702e+00,1.567e+00,5.120e-04
      5643,1.473e+00,1.743e+00,1.567e+00,5.120e-04
      5670,1.326e+00,1.527e+00,1.527e+00,5.120e-04
      5697,1.337e+00,1.595e+00,1.527e+00,5.120e-04
      5724,1.238e+00,1.501e+00,1.501e+00,5.120e-04
      5751,1.507e+00,1.669e+00,1.501e+00,5.120e-04
      5778,1.315e+00,1.568e+00,1.501e+00,5.120e-04
      5805,1.355e+00,1.630e+00,1.501e+00,5.120e-04
      5832,1.497e+00,1.711e+00,1.501e+00,5.120e-04
      5859,1.443e+00,1.751e+00,1.501e+00,5.120e-04
      5886,1.604e+00,1.724e+00,1.501e+00,5.120e-04
      5913,1.304e+00,1.460e+00,1.460e+00,5.120e-04
      5940,1.335e+00,1.631e+00,1.460e+00,5.120e-04
      5967,1.383e+00,1.637e+00,1.460e+00,5.120e-04
      5994,1.357e+00,1.512e+00,1.460e+00,5.120e-04
      6021,1.248e+00,1.524e+00,1.460e+00,5.120e-04
      6048,1.399e+00,1.675e+00,1.460e+00,5.120e-04
      6075,1.403e+00,1.501e+00,1.460e+00,5.120e-04
      6102,1.331e+00,1.610e+00,1.460e+00,5.120e-04
      6129,1.326e+00,1.427e+00,1.427e+00,5.120e-04
      6156,1.561e+00,1.839e+00,1.427e+00,5.120e-04
      6183,1.397e+00,1.700e+00,1.427e+00,5.120e-04
      6210,1.296e+00,1.477e+00,1.427e+00,5.120e-04
      6237,1.333e+00,1.579e+00,1.427e+00,5.120e-04
      6264,1.319e+00,1.546e+00,1.427e+00,5.120e-04
      6291,1.246e+00,1.431e+00,1.427e+00,5.120e-04
      6318,1.208e+00,1.364e+00,1.364e+00,5.120e-04
      6345,1.251e+00,1.457e+00,1.364e+00,5.120e-04
      6372,1.317e+00,1.502e+00,1.364e+00,5.120e-04
      6399,1.450e+00,1.601e+00,1.364e+00,5.120e-04
      6426,1.607e+00,1.720e+00,1.364e+00,5.120e-04
      6453,1.343e+00,1.543e+00,1.364e+00,5.120e-04
      6480,1.476e+00,1.761e+00,1.364e+00,5.120e-04
      6507,1.149e+00,1.327e+00,1.327e+00,5.120e-04
      6534,1.511e+00,1.676e+00,1.327e+00,5.120e-04
      6561,1.148e+00,1.384e+00,1.327e+00,5.120e-04
      6588,1.351e+00,1.535e+00,1.327e+00,5.120e-04
      6615,1.134e+00,1.272e+00,1.272e+00,5.120e-04
      6642,1.173e+00,1.405e+00,1.272e+00,5.120e-04
      6669,1.273e+00,1.506e+00,1.272e+00,5.120e-04
      6696,1.267e+00,1.480e+00,1.272e+00,5.120e-04
      6723,1.158e+00,1.300e+00,1.272e+00,5.120e-04
      6750,1.190e+00,1.392e+00,1.272e+00,5.120e-04
      6777,1.349e+00,1.644e+00,1.272e+00,5.120e-04
      6804,1.285e+00,1.453e+00,1.272e+00,5.120e-04
      6831,1.108e+00,1.331e+00,1.272e+00,5.120e-04
      6858,1.165e+00,1.412e+00,1.272e+00,5.120e-04
      6885,1.160e+00,1.315e+00,1.272e+00,5.120e-04
      6912,1.278e+00,1.501e+00,1.272e+00,5.120e-04
      6939,1.071e+00,1.238e+00,1.238e+00,5.120e-04
      6966,1.037e+00,1.226e+00,1.238e+00,5.120e-04
      6993,1.130e+00,1.326e+00,1.238e+00,5.120e-04
      7020,1.179e+00,1.317e+00,1.238e+00,5.120e-04
      7047,1.123e+00,1.337e+00,1.238e+00,5.120e-04
      7074,1.146e+00,1.390e+00,1.238e+00,5.120e-04
      7101,1.075e+00,1.218e+00,1.218e+00,5.120e-04
      7128,1.243e+00,1.474e+00,1.218e+00,5.120e-04
      7155,1.474e+00,1.566e+00,1.218e+00,5.120e-04
      7182,1.233e+00,1.403e+00,1.218e+00,5.120e-04
      7209,1.099e+00,1.295e+00,1.218e+00,5.120e-04
